--------- beginning of main
10-19 17:19:22.507 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:40.503 21104  9219 W anqe    : 	at bckr.run(:com.google.android.gms@254031035@25.40.31 (260400-816341114):73)
10-19 17:19:40.503 21104  9219 W anqe    : 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1156)
10-19 17:19:40.503 21104  9219 W anqe    : 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:651)
10-19 17:19:40.503 21104  9219 W anqe    : 	at bcqi.run(:com.google.android.gms@254031035@25.40.31 (260400-816341114):8)
10-19 17:19:40.503 21104  9219 W anqe    : 	at java.lang.Thread.run(Thread.java:1119)
10-19 17:19:40.503 21104  9219 W anqe    : Caused by: fnpd: No active MDD filegroup android-autofill-infinitedata found for the table autofill-domain-predictions-prod-spanner.
10-19 17:19:40.503 21104  9219 W anqe    : 	at fnpr.a(:com.google.android.gms@254031035@25.40.31 (260400-816341114):13)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpjr.d(:com.google.android.gms@254031035@25.40.31 (260400-816341114):3)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpjt.run(:com.google.android.gms@254031035@25.40.31 (260400-816341114):130)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpma.execute(:com.google.android.gms@254031035@25.40.31 (260400-816341114):1)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpkb.f(:com.google.android.gms@254031035@25.40.31 (260400-816341114):1)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpkb.m(:com.google.android.gms@254031035@25.40.31 (260400-816341114):99)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpkb.r(:com.google.android.gms@254031035@25.40.31 (260400-816341114):17)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpko.run(:com.google.android.gms@254031035@25.40.31 (260400-816341114):77)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpma.execute(:com.google.android.gms@254031035@25.40.31 (260400-816341114):1)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpkb.f(:com.google.android.gms@254031035@25.40.31 (260400-816341114):1)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpkb.m(:com.google.android.gms@254031035@25.40.31 (260400-816341114):99)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpkb.t(:com.google.android.gms@254031035@25.40.31 (260400-816341114):26)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpjr.e(:com.google.android.gms@254031035@25.40.31 (260400-816341114):3)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpjt.run(:com.google.android.gms@254031035@25.40.31 (260400-816341114):138)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpma.execute(:com.google.android.gms@254031035@25.40.31 (260400-816341114):1)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpkb.f(:com.google.android.gms@254031035@25.40.31 (260400-816341114):1)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpkb.m(:com.google.android.gms@254031035@25.40.31 (260400-816341114):99)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpkb.r(:com.google.android.gms@254031035@25.40.31 (260400-816341114):17)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpko.run(:com.google.android.gms@254031035@25.40.31 (260400-816341114):77)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpma.execute(:com.google.android.gms@254031035@25.40.31 (260400-816341114):1)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpkb.f(:com.google.android.gms@254031035@25.40.31 (260400-816341114):1)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpkb.m(:com.google.android.gms@254031035@25.40.31 (260400-816341114):99)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpkb.t(:com.google.android.gms@254031035@25.40.31 (260400-816341114):26)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpmx.run(:com.google.android.gms@254031035@25.40.31 (260400-816341114):5)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpma.execute(:com.google.android.gms@254031035@25.40.31 (260400-816341114):1)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpkb.f(:com.google.android.gms@254031035@25.40.31 (260400-816341114):1)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpkb.m(:com.google.android.gms@254031035@25.40.31 (260400-816341114):99)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpkb.t(:com.google.android.gms@254031035@25.40.31 (260400-816341114):26)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpkm.e(:com.google.android.gms@254031035@25.40.31 (260400-816341114):3)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpko.run(:com.google.android.gms@254031035@25.40.31 (260400-816341114):44)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpod.run(:com.google.android.gms@254031035@25.40.31 (260400-816341114):64)
10-19 17:19:40.503 21104  9219 W anqe    : 	... 6 more
10-19 17:19:40.503 21104  9219 W anqe    : Caused by: flxc: Requested group not found.
10-19 17:19:40.503 21104  9219 W anqe    : 	at flxa.a(:com.google.android.gms@254031035@25.40.31 (260400-816341114):30)
10-19 17:19:40.503 21104  9219 W anqe    : 	at fmce.a(:com.google.android.gms@254031035@25.40.31 (260400-816341114):19)
10-19 17:19:40.503 21104  9219 W anqe    : 	at ghbr.a(:com.google.android.gms@254031035@25.40.31 (260400-816341114):13)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpkm.d(:com.google.android.gms@254031035@25.40.31 (260400-816341114):3)
10-19 17:19:40.503 21104  9219 W anqe    : 	at gpko.run(:com.google.android.gms@254031035@25.40.31 (260400-816341114):38)
10-19 17:19:40.503 21104  9219 W anqe    : 	... 7 more
10-19 17:19:40.507 21163  8733 I SyncManager: (REDACTED) Executing sync(type=%s%s)
10-19 17:19:40.512 21163  8733 I SyncManager: (REDACTED) Executing sync(type=%s) finished in %s
10-19 17:19:40.527 21163 21212 I AutofillPreferences: The stored preference is not current autofill service. Clean permission. [CONTEXT service_id=177 ]
10-19 17:19:40.527 21163 21212 I AutofillPreferences: cleanPermission [CONTEXT service_id=177 ]
10-19 17:19:40.565 21163 21212 I AutofillPreferences: The stored preference is not current autofill service. Clean permission. [CONTEXT service_id=177 ]
10-19 17:19:40.565 21163 21212 I AutofillPreferences: cleanPermission [CONTEXT service_id=177 ]
10-19 17:19:40.864  1870  1870 D AutofillSession: Service did not request to wait for delayed fill response.
10-19 17:19:40.956  5589  5589 W TooltipLifecycleManager: TooltipLifecycleManager.dismissTooltips():153 Tooltip with id SUGGESTION_VIEW_EDU_MINI_DIALOG not found in tooltipManager.
10-19 17:19:42.508 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:42.509 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too fast
10-19 17:19:42.509 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:42.511 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:42.513 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too fast
10-19 17:19:44.155  5589  5589 I GoogleInputMethodService: GoogleInputMethodService.onFinishInputView():1571 onFinishInputView(false)
10-19 17:19:44.155  5589  5589 I GlobeKeyExtension: GlobeKeyExtension.onDeactivate():144 
10-19 17:19:44.155  5589  5589 W TooltipLifecycleManager: TooltipLifecycleManager.dismissTooltips():153 Tooltip with id SUGGESTION_VIEW_EDU_MINI_DIALOG not found in tooltipManager.
10-19 17:19:44.156  5589  5589 I VoiceInputManagerWrapper: VoiceInputManagerWrapper.shutdown():131 shutdown()
10-19 17:19:44.157  5589  5589 W TooltipLifecycleManager: TooltipLifecycleManager.dismissTooltips():153 Tooltip with id spell_check_add_to_dictionary not found in tooltipManager.
10-19 17:19:44.159  5589  5589 W TooltipLifecycleManager: TooltipLifecycleManager.dismissTooltips():153 Tooltip with id undo_access_point_promotion_banner not found in tooltipManager.
10-19 17:19:44.174  5589  5589 I KeyboardModeUtils: KeyboardModeUtils.getKeyboardBottomOffset():435 inch: 0.000000 ydpi: 387.429993 adjustKeyboardBottomByDisplaySize: false currentDensityDpi: 440 defaultDensityDpi: 440 keyboardBottomToScreenPx: 0 keyboardBottomToNavBarPx: -116 navBarHeight: 116
10-19 17:19:44.174  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:44.175  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:44.175  5589  5589 I AndroidIME: KeyboardViewManager.updateKeyboardBodyViewHolderPaddingBottom():472 Set finalPaddingBottom = 5 while holderPaddingBottom = 5; navigationHeight = 116
10-19 17:19:44.204 21104  9220 I FusedOrientationManager: Registering orientation client. [CONTEXT service_id=6 ]
10-19 17:19:44.214 21104  9220 I FusedOrientationManager: Registering orientation client. [CONTEXT service_id=6 ]
10-19 17:19:44.476 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:44.476 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too fast
10-19 17:19:44.477 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:44.478 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:44.479 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too fast
10-19 17:19:44.479 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too fast
10-19 17:19:44.497 21104 21188 W Settings: Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
10-19 17:19:44.502 21104  9228 W SystemServiceRegistry: No service published for: wifirtt
10-19 17:19:44.510  5589  5589 I GoogleInputMethodService: GoogleInputMethodService.onFinishInput():2085 
10-19 17:19:44.511  5589  5589 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 0, locked = false
10-19 17:19:44.512  5589  5589 W TooltipLifecycleManager: TooltipLifecycleManager.dismissTooltips():153 Tooltip with id SUGGESTION_VIEW_EDU_MINI_DIALOG not found in tooltipManager.
10-19 17:19:44.512  5589  5589 I GoogleInputMethodService: GoogleInputMethodService.onStartInput():1346 onStartInput(EditorInfo{EditorInfo{packageName=com.a1taxi.a1taxicustomer, inputType=0, inputTypeString=NULL, enableLearning=false, autoCorrection=false, autoComplete=false, imeOptions=0, privateImeOptions=null, actionName=UNSPECIFIED, actionLabel=null, initialSelStart=-1, initialSelEnd=-1, initialCapsMode=0, label=null, fieldId=0, fieldName=null, extras=null, hintText=null, hintLocales=[]}}, false)
10-19 17:19:44.512  5589  5589 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 1, locked = false
10-19 17:19:44.512  5589  5589 I HardKeyTracker: HardKeyTracker.registerKeySequence():170 Register key sequence nfz{labelResId=0, callback=gds@7146fc6, lastModifier=0, keyCodes=[57, 57], actions=[1, 0]}
10-19 17:19:44.512  5589  5589 I HardKeyTracker: HardKeyTracker.registerKeySequence():170 Register key sequence nfz{labelResId=0, callback=gds@e3a96dd, lastModifier=0, keyCodes=[58, 58], actions=[1, 0]}
10-19 17:19:44.872 21104  9225 I FusedOrientationManager: Registering orientation client. [CONTEXT service_id=6 ]
10-19 17:19:44.892 21104  8606 I FusedOrientationManager: Registering orientation client. [CONTEXT service_id=6 ]
10-19 17:19:44.909 21104  9225 I PhenotypeResourceReader: unable to find any Phenotype resource metadata for com.a1taxi.a1taxicustomer
10-19 17:19:44.916  5589  5589 W TooltipLifecycleManager: TooltipLifecycleManager.dismissTooltips():153 Tooltip with id undo_access_point_promotion_banner not found in tooltipManager.
10-19 17:19:44.928  5589  5589 D ViewRootImpl: AppSizeAfterRelayout, size: Point(1080, 2287), rotation: ROTATION_0
10-19 17:19:44.929  5589  5589 D BLASTBufferQueue: [VRI[InputMethod]#2098](f:0,a:4) destructor()
10-19 17:19:44.929  5589  5589 D BufferQueueConsumer: [VRI[InputMethod]#2098(BLAST Consumer)2098](id:15d500000832,api:0,p:-1,c:5589) disconnect
10-19 17:19:44.936  1870  3776 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 1080, arg2: 2056, arg3: 30055, arg4: 2959, name: com.a1taxi.a1taxicustomer
10-19 17:19:45.239 21104 21119 I WifiScanner: onFullResults
10-19 17:19:45.239 21104 22647 I WifiScanner: onFullResults
10-19 17:19:45.240 21104 21332 I WifiScanner: onFullResults
10-19 17:19:45.248 21104  8845 I FrewleTileCacheManagerV: (REDACTED) Fetched %d AP models from cache
10-19 17:19:45.270 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:45.271 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too fast
10-19 17:19:45.271 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:45.271 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:45.272 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too fast
10-19 17:19:45.272 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too fast
10-19 17:19:45.273 21104 21184 I fznc    : Received empty WiFi-RTT scan. [CONTEXT service_id=6 ]
10-19 17:19:45.508 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:45.509 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too fast
10-19 17:19:45.509 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:45.509 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too fast
10-19 17:19:45.509 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:45.510 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too fast
10-19 17:19:45.510 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too fast
10-19 17:19:45.874 21104 22647 I IPCThreadState: oneway function results for code 1 on binder at 0xb4000077d00a54c0 will be dropped but finished with status UNKNOWN_TRANSACTION and reply parcel size 80
10-19 17:19:50.236 21104 21188 W Settings: Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
10-19 17:19:50.240 21104  8611 W SystemServiceRegistry: No service published for: wifirtt
10-19 17:19:50.250 21104 22647 I WifiScanner: onFullResults
10-19 17:19:50.250 21104 21332 I WifiScanner: onFullResults
10-19 17:19:50.250 21104 22647 I WifiScanner: onFullResults
10-19 17:19:50.303 21104  8770 I FrewleTileCacheManagerV: (REDACTED) Fetched %d AP models from cache
10-19 17:19:50.331 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:50.331 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too fast
10-19 17:19:50.332 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:50.332 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:50.334 21104 21184 I fznc    : Received empty WiFi-RTT scan. [CONTEXT service_id=6 ]
10-19 17:19:50.394 21104  8611 I TFLite-in-PlayServices: Created interpreter.
10-19 17:19:50.423 21104  8611 I TFLite-in-PlayServices: Created interpreter.
10-19 17:19:50.452 21104  8611 I SemanticLocation: (REDACTED) [Inferrer] %s%s
10-19 17:19:50.484 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:50.484 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too fast
10-19 17:19:50.484 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:50.484 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too fast
10-19 17:19:50.485 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:50.487 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too fast
10-19 17:19:50.488 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too fast
10-19 17:19:50.618  5589  5589 I GoogleInputMethodService: GoogleInputMethodService.onFinishInput():2085 
10-19 17:19:50.620  5589  5589 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 0, locked = false
10-19 17:19:50.621  5589  5589 I GoogleInputMethodService: GoogleInputMethodService.onStartInput():1346 onStartInput(EditorInfo{EditorInfo{packageName=com.a1taxi.a1taxicustomer, inputType=0, inputTypeString=NULL, enableLearning=false, autoCorrection=false, autoComplete=false, imeOptions=0, privateImeOptions=null, actionName=UNSPECIFIED, actionLabel=null, initialSelStart=-1, initialSelEnd=-1, initialCapsMode=0, label=null, fieldId=0, fieldName=null, extras=null, hintText=null, hintLocales=[]}}, false)
10-19 17:19:50.626  5589  5589 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 1, locked = false
10-19 17:19:50.956 21163 21163 D BoundBrokerSvc: onUnbind: Intent { act=com.google.android.gms.wallet.service.BIND pkg=com.google.android.gms }
10-19 17:19:54.217  5589  6019 I ProtoXDBBufferWrapper: ProtoXDBBufferWrapper.flushToStorage():158 Flushed 6 data item(s) to storage.
10-19 17:19:55.255 21104 21188 W Settings: Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
10-19 17:19:55.263 21104  8845 W SystemServiceRegistry: No service published for: wifirtt
10-19 17:19:55.446 30930 30930 I TaskService: Handling intent with task name 'background-location-task' and app scoping identifier 'com.a1taxi.driverpro'.
10-19 17:19:55.450 30930 30930 W JobInfo : Job 'com.a1taxi.driverpro/expo.modules.taskManager.TaskJobService#0' has a deadline with no functional constraints. The deadline won't improve job execution latency. Consider removing the deadline.
10-19 17:19:55.454 30930 30930 I TaskService: Handling job with task name 'background-location-task' for app with scoping identifier 'com.a1taxi.driverpro'.
